order_item_id,order_id,product_id,quantity,unit_price,discount,item_revenue,item_cost,item_profit
2,1,698,1,1649.18,0.0,1649.18,1253.14,396.04
14,5,859,1,1769.95,0.0,1769.95,1358.11,411.84
15,6,48,1,1307.39,261.48,1045.91,1166.26,-120.35
25,14,859,1,1769.95,0.0,1769.95,1358.11,411.84
34,22,734,1,144.91,0.0,144.91,112.07,32.84
35,23,563,1,579.67,0.0,579.67,461.91,117.76
46,31,232,4,2214.63,0.0,8858.52,6969.32,1889.2
49,34,619,1,70.48,10.57,59.91,59.75,0.16
52,34,271,1,1836.04,0.0,1836.04,1330.62,505.42
54,35,564,1,2327.59,0.0,2327.59,1734.74,592.85
56,35,695,1,1729.78,0.0,1729.78,1330.7,399.08
57,35,355,2,709.8,0.0,1419.6,1091.5,328.1
74,43,720,2,1266.55,0.0,2533.1,2042.04,491.06
82,47,915,1,2283.14,0.0,2283.14,1947.08,336.06
84,47,673,1,923.6,0.0,923.6,699.47,224.13
92,49,31,1,78.12,0.0,78.12,61.65,16.47
98,51,500,5,2371.69,0.0,11858.45,9523.25,2335.2
102,54,271,1,1836.04,0.0,1836.04,1330.62,505.42
103,55,209,1,1601.65,0.0,1601.65,1181.04,420.61
111,58,334,1,407.65,0.0,407.65,333.0,74.65
112,58,315,2,2110.45,0.0,4220.9,3417.2,803.7
117,61,976,2,1465.4,0.0,2930.8,2632.84,297.96
131,68,223,1,232.32,0.0,232.32,204.6,27.72
137,72,434,1,1143.61,0.0,1143.61,836.54,307.07
140,74,426,1,1827.89,182.79,1645.1,1528.03,117.07
145,77,716,1,642.64,64.26,578.38,537.99,40.39
149,78,859,1,1769.95,265.49,1504.46,1358.11,146.35
151,78,748,1,738.49,0.0,738.49,548.62,189.87
159,85,316,1,1770.66,354.13,1416.53,1342.32,74.21
161,85,150,1,1236.32,0.0,1236.32,951.59,284.73
168,88,315,1,2110.45,0.0,2110.45,1708.6,401.85
175,91,194,1,1770.1,0.0,1770.1,1513.22,256.88
182,96,859,2,1769.95,0.0,3539.9,2716.22,823.68
187,98,112,3,2368.89,0.0,7106.67,5577.6,1529.07
191,100,255,1,1222.71,0.0,1222.71,1024.53,198.18
194,101,177,3,415.9,0.0,1247.7,1048.2,199.5
198,105,160,1,2459.81,0.0,2459.81,1895.18,564.63
201,107,194,2,1770.1,0.0,3540.2,3026.44,513.76
202,107,824,1,1275.72,0.0,1275.72,1053.65,222.07
204,108,934,1,604.19,0.0,604.19,457.03,147.16
224,120,160,1,2459.81,0.0,2459.81,1895.18,564.63
225,120,255,1,1222.71,0.0,1222.71,1024.53,198.18
226,120,783,1,1524.84,0.0,1524.84,1083.56,441.28
227,121,186,1,716.14,0.0,716.14,563.47,152.67
228,121,660,1,83.53,0.0,83.53,74.35,9.18
231,123,160,3,2459.81,0.0,7379.43,5685.54,1693.89
236,127,699,2,780.25,0.0,1560.5,1159.52,400.98
247,133,550,3,1861.23,0.0,5583.69,4210.14,1373.55
249,134,783,1,1524.84,0.0,1524.84,1083.56,441.28
250,135,256,1,1884.08,0.0,1884.08,1666.76,217.32
255,137,240,1,597.47,0.0,597.47,424.76,172.71
256,137,836,1,1022.78,0.0,1022.78,790.43,232.35
261,139,765,1,1658.1,0.0,1658.1,1344.5,313.6
269,143,656,1,145.07,0.0,145.07,120.11,24.96
270,144,334,1,407.65,0.0,407.65,333.0,74.65
274,144,644,1,2168.99,0.0,2168.99,1575.78,593.21
277,147,650,1,405.7,0.0,405.7,286.08,119.62
283,150,238,1,1033.06,0.0,1033.06,871.23,161.83
292,154,177,4,415.9,0.0,1663.6,1397.6,266.0
309,164,395,2,1794.36,0.0,3588.72,2879.0,709.72
313,167,644,1,2168.99,325.35,1843.64,1575.78,267.86
315,167,271,1,1836.04,0.0,1836.04,1330.62,505.42
316,167,660,1,83.53,12.53,71.0,74.35,-3.35
318,168,247,1,1076.51,0.0,1076.51,882.64,193.87
322,169,773,1,1612.91,241.94,1370.97,1439.4,-68.43
333,174,983,3,2437.64,0.0,7312.92,5279.34,2033.58
338,177,40,1,2712.38,0.0,2712.38,1938.61,773.77
347,182,824,1,1275.72,127.57,1148.15,1053.65,94.5
348,182,716,1,642.64,64.26,578.38,537.99,40.39
357,189,400,1,1111.7,0.0,1111.7,829.56,282.14
358,190,108,1,2131.29,0.0,2131.29,1513.38,617.91
366,194,560,1,1034.52,0.0,1034.52,740.67,293.85
368,196,827,1,1522.42,0.0,1522.42,1204.62,317.8
369,196,271,1,1836.04,0.0,1836.04,1330.62,505.42
371,198,761,1,1496.3,0.0,1496.3,1060.28,436.02
372,199,552,1,1742.4,0.0,1742.4,1338.84,403.56
373,199,824,4,1275.72,0.0,5102.88,4214.6,888.28
375,200,180,3,1463.94,0.0,4391.82,3741.09,650.73
378,200,563,1,579.67,86.95,492.72,461.91,30.81
379,201,428,4,1424.37,569.75,5127.73,4462.24,665.49
391,209,344,2,336.66,0.0,673.32,570.38,102.94
393,210,553,1,1624.67,0.0,1624.67,1408.97,215.7
397,212,695,1,1729.78,0.0,1729.78,1330.7,399.08
405,217,823,2,266.26,0.0,532.52,409.04,123.48
408,220,707,1,44.88,0.0,44.88,39.15,5.73
419,228,974,2,1530.51,0.0,3061.02,2348.7,712.32
420,229,934,3,604.19,0.0,1812.57,1371.09,441.48
423,229,938,1,203.44,0.0,203.44,174.31,29.13
424,230,355,1,709.8,0.0,709.8,545.75,164.05
427,231,703,2,357.5,0.0,715.0,630.62,84.38
428,232,623,1,958.09,143.71,814.38,675.57,138.81
430,233,528,1,1667.59,0.0,1667.59,1258.7,408.89
435,235,623,2,958.09,191.62,1724.56,1351.14,373.42
439,238,254,3,1066.87,0.0,3200.61,2686.71,513.9
440,239,177,1,415.9,0.0,415.9,349.4,66.5
445,241,160,1,2459.81,0.0,2459.81,1895.18,564.63
453,245,439,1,640.58,0.0,640.58,497.12,143.46
465,253,906,1,221.38,0.0,221.38,198.59,22.79
474,259,378,1,783.66,156.73,626.93,610.82,16.11
477,261,32,1,1600.42,0.0,1600.42,1421.53,178.89
480,261,321,1,903.32,0.0,903.32,632.4,270.92
496,270,280,1,779.11,0.0,779.11,560.13,218.98
497,270,48,2,1307.39,0.0,2614.78,2332.52,282.26
499,271,439,1,640.58,0.0,640.58,497.12,143.46
509,276,360,1,1328.97,132.9,1196.07,1046.99,149.08
511,277,920,1,1706.2,0.0,1706.2,1296.26,409.94
513,278,932,1,269.21,0.0,269.21,231.97,37.24
514,278,928,1,1826.37,0.0,1826.37,1556.51,269.86
529,289,530,1,1501.66,0.0,1501.66,1195.49,306.17
534,291,621,1,1538.95,153.9,1385.05,1196.18,188.87
536,293,225,1,938.96,0.0,938.96,720.12,218.84
537,293,331,1,1753.58,0.0,1753.58,1309.24,444.34
540,296,426,1,1827.89,0.0,1827.89,1528.03,299.86
550,300,396,1,344.28,0.0,344.28,281.25,63.03
555,302,915,1,2283.14,228.31,2054.83,1947.08,107.75
557,304,619,1,70.48,14.1,56.38,59.75,-3.37
559,306,338,4,722.35,0.0,2889.4,2378.48,510.92
566,309,852,1,198.84,0.0,198.84,153.76,45.08
576,315,559,1,1652.88,0.0,1652.88,1486.74,166.14
579,316,836,1,1022.78,0.0,1022.78,790.43,232.35
581,317,595,1,193.83,0.0,193.83,136.01,57.82
584,319,112,2,2368.89,0.0,4737.78,3718.4,1019.38
585,320,231,1,750.59,150.12,600.47,561.08,39.39
588,321,443,1,1597.84,0.0,1597.84,1411.63,186.21
591,324,765,1,1658.1,0.0,1658.1,1344.5,313.6
606,333,450,1,155.46,0.0,155.46,126.32,29.14
608,335,637,1,515.27,0.0,515.27,362.3,152.97
614,338,623,1,958.09,0.0,958.09,675.57,282.52
619,341,254,1,1066.87,0.0,1066.87,895.57,171.3
622,343,280,1,779.11,0.0,779.11,560.13,218.98
626,346,33,1,188.06,0.0,188.06,160.3,27.76
629,347,406,1,1988.32,0.0,1988.32,1622.77,365.55
632,348,748,1,738.49,0.0,738.49,548.62,189.87
635,349,303,5,226.14,0.0,1130.7,881.4,249.3
645,355,761,1,1496.3,0.0,1496.3,1060.28,436.02
647,357,378,1,783.66,0.0,783.66,610.82,172.84
651,361,160,1,2459.81,0.0,2459.81,1895.18,564.63
660,367,621,1,1538.95,0.0,1538.95,1196.18,342.77
664,367,915,1,2283.14,0.0,2283.14,1947.08,336.06
666,369,1,1,1748.8,0.0,1748.8,1488.27,260.53
667,370,545,1,55.21,0.0,55.21,47.31,7.9
674,375,240,1,597.47,0.0,597.47,424.76,172.71
675,375,961,2,658.13,0.0,1316.26,1079.72,236.54
678,375,812,2,1008.38,0.0,2016.76,1681.88,334.88
684,380,553,1,1624.67,0.0,1624.67,1408.97,215.7
691,385,292,1,984.03,196.81,787.22,793.1,-5.88
697,387,256,1,1884.08,0.0,1884.08,1666.76,217.32
699,389,395,1,1794.36,269.15,1525.21,1439.5,85.71
702,389,438,2,2250.85,0.0,4501.7,3232.42,1269.28
705,391,524,1,1719.54,0.0,1719.54,1259.84,459.7
706,392,712,1,313.97,0.0,313.97,225.35,88.62
709,395,644,1,2168.99,0.0,2168.99,1575.78,593.21
711,395,926,1,1235.92,0.0,1235.92,909.78,326.14
712,395,209,1,1601.65,0.0,1601.65,1181.04,420.61
717,397,808,2,1064.82,0.0,2129.64,1530.26,599.38
724,401,135,1,1266.46,126.65,1139.81,993.66,146.15
733,406,704,1,1602.41,0.0,1602.41,1295.79,306.62
735,408,443,1,1597.84,0.0,1597.84,1411.63,186.21
750,414,952,1,1837.2,183.72,1653.48,1589.95,63.53
753,415,564,1,2327.59,0.0,2327.59,1734.74,592.85
757,416,587,4,168.15,0.0,672.6,481.04,191.56
759,417,503,2,708.07,0.0,1416.14,1196.68,219.46
768,422,355,1,709.8,0.0,709.8,545.75,164.05
773,424,919,1,2659.24,0.0,2659.24,1863.08,796.16
775,426,903,3,1470.13,0.0,4410.39,3729.3,681.09
783,432,295,3,1493.44,0.0,4480.32,3303.33,1176.99
785,432,240,1,597.47,0.0,597.47,424.76,172.71
797,438,783,1,1524.84,0.0,1524.84,1083.56,441.28
805,443,404,2,1238.79,0.0,2477.58,1873.5,604.08
