campaign_id,date,impressions,clicks,conversions,spend,revenue_generated
1,2022-06-18,713286,8572,219,1719.04,9936.07
1,2022-06-19,558096,18272,1677,1434.49,60346.94
1,2022-06-20,586639,10125,696,1502.16,28113.55
1,2022-06-21,381556,4819,471,1925.28,25810.39
1,2022-06-22,313511,8123,780,1981.85,27111.22
1,2022-06-23,539255,19400,1857,1480.11,50645.55
1,2022-06-24,572538,9669,914,1500.1,33128.84
1,2022-06-25,589269,19892,1768,1746.35,78171.71
1,2022-06-26,553392,7209,604,1457.07,17295.83
1,2022-06-27,635805,21674,1071,1995.77,23896.02
1,2022-06-28,777748,15117,608,1663.25,16473.65
1,2022-06-29,550489,9968,875,1597.49,21763.32
2,2021-08-16,107632,2539,167,469.91,5010.92
2,2021-08-17,57086,2154,198,337.29,4637.54
2,2021-08-18,47221,838,71,338.06,2685.69
2,2021-08-19,170576,5748,572,465.15,34053.42
2,2021-08-20,49588,1368,94,326.28,2996.25
2,2021-08-21,110233,1751,54,387.93,2904.61
2,2021-08-22,126632,5073,125,354.97,3086.17
2,2021-08-23,148938,4704,313,405.89,14569.19
2,2021-08-24,108085,2947,275,460.07,9132.72
2,2021-08-25,105138,1290,93,377.93,5047.21
2,2021-08-26,83778,2550,182,349.53,5356.44
2,2021-08-27,139955,5187,280,424.67,10380.27
2,2021-08-28,79045,2003,150,320.07,6253.52
2,2021-08-29,142335,4134,366,439.88,15975.72
2,2021-08-30,75537,1174,104,322.43,3562.47
2,2021-08-31,168404,4245,237,379.36,7599.57
2,2021-09-01,166735,7588,266,361.12,12151.86
2,2021-09-02,133239,3217,304,459.69,14879.91
2,2021-09-03,51110,2049,48,386.13,1845.28
2,2021-09-04,126254,1608,40,391.15,1135.86
2,2021-09-05,93493,4425,339,318.17,15185.87
2,2021-09-06,71539,2716,252,468.52,11641.65
2,2021-09-07,46677,571,34,326.32,744.59
2,2021-09-08,113964,5570,142,393.72,6537.03
3,2021-01-13,311001,14049,407,785.36,25640.34
3,2021-01-14,353431,9241,311,803.23,10877.93
3,2021-01-15,139229,5913,318,685.79,15771.89
3,2021-01-16,373639,8290,634,803.69,19540.82
3,2021-01-17,311309,12287,1100,758.09,62282.76
3,2021-01-18,242001,3320,304,754.55,9017.01
3,2021-01-19,351274,7753,482,859.35,19568.94
3,2021-01-20,235647,6553,259,752.52,16305.93
3,2021-01-21,209220,7505,506,748.42,11991.15
3,2021-01-22,288085,10439,397,820.31,17246.39
3,2021-01-23,186785,2120,124,793.2,6968.53
3,2021-01-24,248232,2982,267,889.75,12349.93
3,2021-01-25,353256,4990,359,867.48,13741.9
3,2021-01-26,350588,4631,324,766.7,20087.55
3,2021-01-27,146432,4807,385,806.34,17160.45
3,2021-01-28,346450,11408,512,800.26,16322.24
3,2021-01-29,220501,9453,792,610.15,30559.86
3,2021-01-30,246902,8210,384,624.88,23363.12
3,2021-01-31,187700,5246,323,770.23,9797.74
3,2021-02-01,164059,8163,314,679.54,7619.96
3,2021-02-02,289111,9000,502,885.5,15693.9
3,2021-02-03,365848,18177,1014,802.84,45797.95
3,2021-02-04,193509,2515,184,836.13,10885.04
3,2021-02-05,157363,2933,146,608.18,3739.49
3,2021-02-06,285712,9977,581,757.34,35331.18
3,2021-02-07,86188,1609,35,670.7,2203.51
4,2022-03-09,27950,1280,81,61.24,3069.21
4,2022-03-10,9970,204,9,59.08,214.84
4,2022-03-11,21853,1052,31,67.04,674.33
4,2022-03-12,11412,414,34,72.29,1629.96
4,2022-03-13,28948,408,32,70.94,1275.21
4,2022-03-14,15054,334,11,64.33,301.99
4,2022-03-15,11014,151,5,56.32,176.64
4,2022-03-16,17596,337,28,53.06,1141.3
4,2022-03-17,21515,337,7,62.7,238.26
4,2022-03-18,28979,320,26,75.85,1264.05
4,2022-03-19,22640,823,50,77.52,2924.62
