product_id,product_name,category,subcategory,brand,unit_cost,selling_price,stock_quantity
1,Smartphones Product 1,Electronics,Smartphones,Brand 18,1488.27,1748.8,804
2,Smartphones Product 2,Electronics,Smartphones,Brand 12,1189.18,1330.71,273
6,Smartphones Product 6,Electronics,Smartphones,Brand 45,772.26,932.45,668
12,Laptops Product 12,Electronics,Laptops,Brand 60,1077.6,1266.22,438
21,Audio Product 21,Electronics,Audio,Brand 38,1541.83,1853.24,495
31,Audio Product 31,Electronics,Audio,Brand 76,61.65,78.12,275
32,Smartphones Product 32,Electronics,Smartphones,Brand 9,1421.53,1600.42,977
33,Audio Product 33,Electronics,Audio,Brand 86,160.3,188.06,547
37,Smartphones Product 37,Electronics,Smartphones,Brand 14,817.19,982.03,304
40,Smartphones Product 40,Electronics,Smartphones,Brand 31,1938.61,2712.38,220
48,Laptops Product 48,Electronics,Laptops,Brand 11,1166.26,1307.39,479
61,Smartphones Product 61,Electronics,Smartphones,Brand 20,168.98,233.6,608
62,Audio Product 62,Electronics,Audio,Brand 17,1173.37,1348.11,92
70,Laptops Product 70,Electronics,Laptops,Brand 9,808.96,958.17,841
72,Smartphones Product 72,Electronics,Smartphones,Brand 75,1756.54,2071.99,321
73,Smartphones Product 73,Electronics,Smartphones,Brand 41,1201.21,1445.74,496
75,Accessories Product 75,Electronics,Accessories,Brand 69,23.35,32.66,753
83,Audio Product 83,Electronics,Audio,Brand 43,1040.59,1345.45,145
89,Laptops Product 89,Electronics,Laptops,Brand 18,1836.59,2097.21,870
104,Accessories Product 104,Electronics,Accessories,Brand 7,288.68,357.43,316
107,Accessories Product 107,Electronics,Accessories,Brand 45,58.38,73.7,279
108,Smartphones Product 108,Electronics,Smartphones,Brand 26,1513.38,2131.29,909
109,Laptops Product 109,Electronics,Laptops,Brand 15,492.32,611.36,627
112,Smartphones Product 112,Electronics,Smartphones,Brand 49,1859.2,2368.89,456
116,Accessories Product 116,Electronics,Accessories,Brand 47,1648.22,1875.34,700
135,Accessories Product 135,Electronics,Accessories,Brand 88,993.66,1266.46,104
137,Accessories Product 137,Electronics,Accessories,Brand 29,1220.51,1645.22,844
141,Laptops Product 141,Electronics,Laptops,Brand 77,25.3,31.24,531
148,Accessories Product 148,Electronics,Accessories,Brand 4,1474.38,1892.03,143
150,Laptops Product 150,Electronics,Laptops,Brand 36,951.59,1236.32,235
160,Accessories Product 160,Electronics,Accessories,Brand 20,1895.18,2459.81,560
171,Accessories Product 171,Electronics,Accessories,Brand 2,217.43,302.86,789
177,Accessories Product 177,Electronics,Accessories,Brand 4,349.4,415.9,97
180,Accessories Product 180,Electronics,Accessories,Brand 75,1247.03,1463.94,196
186,Accessories Product 186,Electronics,Accessories,Brand 88,563.47,716.14,846
187,Accessories Product 187,Electronics,Accessories,Brand 100,1669.02,2319.97,868
194,Laptops Product 194,Electronics,Laptops,Brand 87,1513.22,1770.1,791
208,Audio Product 208,Electronics,Audio,Brand 73,502.27,574.14,260
209,Laptops Product 209,Electronics,Laptops,Brand 30,1181.04,1601.65,386
217,Audio Product 217,Electronics,Audio,Brand 36,1224.43,1380.63,689
223,Smartphones Product 223,Electronics,Smartphones,Brand 95,204.6,232.32,431
225,Accessories Product 225,Electronics,Accessories,Brand 97,720.12,938.96,483
226,Audio Product 226,Electronics,Audio,Brand 74,1208.81,1456.98,569
231,Laptops Product 231,Electronics,Laptops,Brand 44,561.08,750.59,409
232,Laptops Product 232,Electronics,Laptops,Brand 52,1742.33,2214.63,121
238,Audio Product 238,Electronics,Audio,Brand 87,871.23,1033.06,657
240,Smartphones Product 240,Electronics,Smartphones,Brand 99,424.76,597.47,190
247,Laptops Product 247,Electronics,Laptops,Brand 11,882.64,1076.51,455
249,Laptops Product 249,Electronics,Laptops,Brand 94,1813.73,2184.89,888
254,Accessories Product 254,Electronics,Accessories,Brand 36,895.57,1066.87,655
255,Audio Product 255,Electronics,Audio,Brand 58,1024.53,1222.71,88
256,Audio Product 256,Electronics,Audio,Brand 12,1666.76,1884.08,679
258,Accessories Product 258,Electronics,Accessories,Brand 25,1819.92,2316.4,379
271,Smartphones Product 271,Electronics,Smartphones,Brand 80,1330.62,1836.04,184
280,Laptops Product 280,Electronics,Laptops,Brand 19,560.13,779.11,900
288,Laptops Product 288,Electronics,Laptops,Brand 59,851.25,1148.44,114
289,Accessories Product 289,Electronics,Accessories,Brand 66,1201.54,1339.94,638
292,Smartphones Product 292,Electronics,Smartphones,Brand 82,793.1,984.03,446
295,Audio Product 295,Electronics,Audio,Brand 23,1101.11,1493.44,900
298,Audio Product 298,Electronics,Audio,Brand 70,1868.07,2344.1,534
300,Audio Product 300,Electronics,Audio,Brand 56,560.97,757.93,960
303,Accessories Product 303,Electronics,Accessories,Brand 24,176.28,226.14,608
315,Laptops Product 315,Electronics,Laptops,Brand 92,1708.6,2110.45,505
316,Audio Product 316,Electronics,Audio,Brand 71,1342.32,1770.66,605
321,Smartphones Product 321,Electronics,Smartphones,Brand 93,632.4,903.32,540
331,Audio Product 331,Electronics,Audio,Brand 54,1309.24,1753.58,682
332,Accessories Product 332,Electronics,Accessories,Brand 83,1780.21,2250.91,359
334,Smartphones Product 334,Electronics,Smartphones,Brand 60,333.0,407.65,258
338,Smartphones Product 338,Electronics,Smartphones,Brand 79,594.62,722.35,478
344,Accessories Product 344,Electronics,Accessories,Brand 47,285.19,336.66,832
354,Accessories Product 354,Electronics,Accessories,Brand 93,1175.73,1587.43,943
355,Accessories Product 355,Electronics,Accessories,Brand 100,545.75,709.8,642
358,Laptops Product 358,Electronics,Laptops,Brand 20,57.5,68.68,472
360,Laptops Product 360,Electronics,Laptops,Brand 85,1046.99,1328.97,539
378,Smartphones Product 378,Electronics,Smartphones,Brand 43,610.82,783.66,341
387,Accessories Product 387,Electronics,Accessories,Brand 65,627.48,766.23,995
395,Laptops Product 395,Electronics,Laptops,Brand 66,1439.5,1794.36,506
396,Accessories Product 396,Electronics,Accessories,Brand 73,281.25,344.28,109
400,Audio Product 400,Electronics,Audio,Brand 99,829.56,1111.7,706
402,Laptops Product 402,Electronics,Laptops,Brand 23,1314.0,1582.28,600
404,Audio Product 404,Electronics,Audio,Brand 55,936.75,1238.79,594
406,Smartphones Product 406,Electronics,Smartphones,Brand 99,1622.77,1988.32,954
407,Laptops Product 407,Electronics,Laptops,Brand 5,428.04,486.51,507
418,Accessories Product 418,Electronics,Accessories,Brand 93,1697.32,1925.47,899
420,Laptops Product 420,Electronics,Laptops,Brand 86,1613.21,2061.65,622
422,Laptops Product 422,Electronics,Laptops,Brand 16,1875.58,2650.68,814
