campaign_id,date,impressions,clicks,conversions,spend,revenue_generated
1,2022-06-18,713286,8572,219,2596.76,15009.32
1,2022-06-19,558096,18272,1677,2166.92,91159.38
1,2022-06-20,586639,10125,696,2269.15,42468.0
1,2022-06-21,381556,4819,471,2908.3,38988.88
1,2022-06-22,313511,8123,780,2993.76,40953.89
1,2022-06-23,539255,19400,1857,2235.84,76504.58
1,2022-06-24,572538,9669,914,2266.03,50044.04
1,2022-06-25,589269,19892,1768,2638.02,118085.26
1,2022-06-26,553392,7209,604,2201.03,26126.87
1,2022-06-27,635805,21674,1071,3014.78,36097.05
1,2022-06-28,777748,15117,608,2512.49,24884.91
1,2022-06-29,550489,9968,875,2413.14,32875.41
2,2021-08-16,107632,2539,167,709.85,7569.43
2,2021-08-17,57086,2154,198,509.5,7005.41
2,2021-08-18,47221,838,71,510.67,4056.98
2,2021-08-19,170576,5748,572,702.65,51440.7
2,2021-08-20,49588,1368,94,492.88,4526.1
2,2021-08-21,110233,1751,54,586.0,4387.67
2,2021-08-22,126632,5073,125,536.21,4661.93
2,2021-08-23,148938,4704,313,613.13,22008.04
2,2021-08-24,108085,2947,275,694.98,13795.78
2,2021-08-25,105138,1290,93,570.89,7624.25
2,2021-08-26,83778,2550,182,528.0,8091.37
2,2021-08-27,139955,5187,280,641.51,15680.32
2,2021-08-28,79045,2003,150,483.49,9446.49
2,2021-08-29,142335,4134,366,664.47,24132.74
2,2021-08-30,75537,1174,104,487.06,5381.42
2,2021-08-31,168404,4245,237,573.05,11479.82
2,2021-09-01,166735,7588,266,545.5,18356.45
2,2021-09-02,133239,3217,304,694.41,22477.42
2,2021-09-03,51110,2049,48,583.28,2787.46
2,2021-09-04,126254,1608,40,590.87,1715.81
2,2021-09-05,93493,4425,339,480.62,22939.59
2,2021-09-06,71539,2716,252,707.74,17585.73
2,2021-09-07,46677,571,34,492.94,1124.76
2,2021-09-08,113964,5570,142,594.75,9874.76
3,2021-01-13,311001,14049,407,1186.36,38731.99
3,2021-01-14,353431,9241,311,1213.35,16432.08
3,2021-01-15,139229,5913,318,1035.95,23824.83
3,2021-01-16,373639,8290,634,1214.05,29518.13
3,2021-01-17,311309,12287,1100,1145.15,94083.61
3,2021-01-18,242001,3320,304,1139.81,13620.99
3,2021-01-19,351274,7753,482,1298.13,29560.61
3,2021-01-20,235647,6553,259,1136.75,24631.54
3,2021-01-21,209220,7505,506,1130.56,18113.68
3,2021-01-22,288085,10439,397,1239.15,26052.19
3,2021-01-23,186785,2120,124,1198.2,10526.58
3,2021-01-24,248232,2982,267,1344.05,18655.66
3,2021-01-25,353256,4990,359,1310.4,20758.36
3,2021-01-26,350588,4631,324,1158.16,30344.01
3,2021-01-27,146432,4807,385,1218.05,25922.37
3,2021-01-28,346450,11408,512,1208.86,24656.18
3,2021-01-29,220501,9453,792,921.68,46163.36
3,2021-01-30,246902,8210,384,943.93,35292.06
3,2021-01-31,187700,5246,323,1163.5,14800.35
3,2021-02-01,164059,8163,314,1026.5,11510.62
3,2021-02-02,289111,9000,502,1337.63,23707.02
3,2021-02-03,365848,18177,1014,1212.76,69181.84
3,2021-02-04,193509,2515,184,1263.05,16442.81
3,2021-02-05,157363,2933,146,918.71,5648.84
3,2021-02-06,285712,9977,581,1144.03,53370.87
3,2021-02-07,86188,1609,35,1013.15,3328.59
4,2022-03-09,27950,1280,81,92.51,4636.31
4,2022-03-10,9970,204,9,89.24,324.53
4,2022-03-11,21853,1052,31,101.28,1018.63
4,2022-03-12,11412,414,34,109.2,2462.19
4,2022-03-13,28948,408,32,107.16,1926.31
4,2022-03-14,15054,334,11,97.17,456.19
4,2022-03-15,11014,151,5,85.08,266.83
4,2022-03-16,17596,337,28,80.15,1724.03
4,2022-03-17,21515,337,7,94.71,359.92
4,2022-03-18,28979,320,26,114.58,1909.46
4,2022-03-19,22640,823,50,117.09,4417.89
4,2022-03-20,27390,1263,67,108.03,6132.12
4,2022-03-21,25277,981,77,103.75,5880.13
4,2022-03-22,14051,168,7,98.91,535.44
4,2022-03-23,21473,891,88,102.57,5783.35
4,2022-03-24,19866,985,70,86.02,6573.23
4,2022-03-25,15606,616,51,79.7,3670.72
4,2022-03-26,15939,476,16,108.72,851.84
4,2022-03-27,20357,915,56,115.0,4078.37
4,2022-03-28,16326,199,4,101.02,325.01
4,2022-03-29,13728,623,22,82.3,1639.08
4,2022-03-30,24304,1151,94,85.86,8243.58
4,2022-03-31,10878,116,4,89.23,318.86
4,2022-04-01,19938,488,28,89.71,2679.47
4,2022-04-02,13377,453,43,103.11,2662.39
4,2022-04-03,28459,748,50,97.07,4748.16
4,2022-04-04,9435,337,9,112.81,610.79
4,2022-04-05,21782,1086,94,88.42,4871.39
4,2022-04-06,11616,383,11,82.25,896.24
4,2022-04-07,21569,442,29,95.15,1277.05
4,2022-04-08,32177,951,81,109.1,7089.45
4,2022-04-09,21967,993,79,106.75,6325.32
4,2022-04-10,19026,318,29,106.44,1860.91
5,2021-10-08,149445,4776,433,558.08,38144.19
5,2021-10-09,44865,588,43,488.94,2438.95
5,2021-10-10,139357,5909,221,655.96,10208.56
5,2021-10-11,83201,2454,209,694.21,16575.07
5,2021-10-12,172225,3489,321,567.5,14324.61
5,2021-10-13,89458,2723,56,598.75,2085.07
5,2021-10-14,51154,2032,88,618.46,8308.74
5,2021-10-15,144176,6640,589,519.52,28040.66
5,2021-10-16,179376,5412,182,591.25,8637.55
5,2021-10-17,88918,3714,123,697.1,4603.88
5,2021-10-18,140917,3088,116,468.62,9335.22
5,2021-10-19,209126,6651,466,675.56,26834.25
5,2021-10-20,153984,3328,282,654.53,16777.11
5,2021-10-21,83919,3074,264,558.21,15144.35
5,2021-10-22,46948,874,55,474.21,3245.65
5,2021-10-23,134752,6052,126,622.04,5675.17
5,2021-10-24,156454,2554,123,567.66,6872.08
5,2021-10-25,104782,1534,59,465.59,2112.82
5,2021-10-26,58698,1900,169,476.5,10183.86
5,2021-10-27,54870,1358,55,473.21,3146.29
5,2021-10-28,105488,1955,83,478.91,4643.41
5,2021-10-29,60480,1194,111,508.19,8486.58
5,2021-10-30,108422,2141,169,670.52,15203.54
5,2021-10-31,191456,8000,544,629.91,40013.04
5,2021-11-01,154290,4407,96,590.55,8228.51
5,2021-11-02,139405,2411,175,553.41,5804.25
5,2021-11-03,132513,5053,293,587.77,15111.15
5,2021-11-04,103744,3766,173,595.69,7784.4
5,2021-11-05,48201,622,29,592.46,954.06
5,2021-11-06,105770,1756,119,551.99,7730.53
5,2021-11-07,164885,5640,462,668.73,34066.98
5,2021-11-08,113663,3598,121,549.92,11029.86
5,2021-11-09,107149,3754,95,466.52,6141.14
5,2021-11-10,106058,2510,174,526.65,8840.84
5,2021-11-11,120018,1333,98,628.85,6726.36
5,2021-11-12,158855,6671,438,526.77,22557.59
5,2021-11-13,76455,3045,84,656.94,4704.74
5,2021-11-14,150694,2852,65,577.16,5617.05
5,2021-11-15,76137,2651,96,673.07,3624.02
5,2021-11-16,179069,8120,473,576.13,40448.59
5,2021-11-17,157632,4276,358,676.4,17539.99
5,2021-11-18,170296,1836,42,636.74,2325.77
5,2021-11-19,189617,8107,251,680.28,14113.38
5,2021-11-20,167044,6546,467,652.79,19327.56
5,2021-11-21,108152,3622,336,563.98,26568.09
5,2021-11-22,94695,2924,179,524.75,6555.73
5,2021-11-23,55592,1004,49,649.85,2359.72
5,2021-11-24,88529,3139,127,683.75,6116.96
5,2021-11-25,46334,1135,60,472.94,4465.46
5,2021-11-26,79606,1339,105,541.49,4917.21
5,2021-11-27,119807,5410,285,636.29,24116.34
5,2021-11-28,99521,1131,100,558.71,8754.21
6,2021-12-09,508655,20903,1181,1952.92,83889.74
6,2021-12-10,204745,7370,498,2232.13,16102.74
6,2021-12-11,615880,25404,1640,2210.62,79077.66
6,2021-12-12,270375,4709,95,1717.29,3122.5
6,2021-12-13,334442,12455,570,1723.98,32351.05
6,2021-12-14,223393,7050,469,2086.76,28250.17
6,2021-12-15,174848,2651,172,2014.16,9518.0
6,2021-12-16,188499,9150,239,1990.64,10464.79
6,2021-12-17,174412,7680,296,2024.64,10323.87
6,2021-12-18,292869,3559,212,2258.17,15016.79
6,2021-12-19,232879,3719,160,1857.48,10195.4
6,2021-12-20,547546,24564,984,2268.33,56000.28
6,2021-12-21,221557,5240,314,2308.4,15980.25
7,2021-05-01,30362,619,47,312.22,3910.17
7,2021-05-02,114723,4502,399,410.4,37051.1
7,2021-05-03,72947,3032,73,308.69,4402.9
7,2021-05-04,92067,3558,237,313.21,21813.82
7,2021-05-05,26539,1145,60,334.91,2948.46
7,2021-05-06,98543,1399,95,446.97,3661.65
7,2021-05-07,100736,3453,331,441.17,23876.74
7,2021-05-08,96715,1537,67,355.06,3456.57
7,2021-05-09,97913,4009,101,431.21,7737.02
7,2021-05-10,48763,1098,44,400.72,3898.26
7,2021-05-11,53732,2615,176,307.25,6961.73
7,2021-05-12,71016,2177,83,356.03,7228.29
7,2021-05-13,41870,1757,117,415.55,9259.8
7,2021-05-14,35142,890,64,321.09,5965.18
7,2021-05-15,59832,2879,160,333.97,9204.75
7,2021-05-16,103784,3060,274,448.61,13502.77
7,2021-05-17,63335,850,83,327.48,6080.36
7,2021-05-18,52558,1379,51,378.22,4130.63
7,2021-05-19,73250,1195,32,342.26,1977.46
7,2021-05-20,84584,3507,87,400.81,2922.78
7,2021-05-21,39288,1938,167,414.37,12015.21
7,2021-05-22,119794,4344,197,444.41,13776.4
7,2021-05-23,55348,1700,149,383.69,14028.07
7,2021-05-24,109979,3373,249,366.94,12337.84
7,2021-05-25,133488,4901,444,441.46,35146.26
7,2021-05-26,50274,1955,167,326.19,10500.21
7,2021-05-27,70935,2782,269,444.34,20508.36
7,2021-05-28,122448,1779,172,396.59,12237.43
7,2021-05-29,37283,1750,111,417.74,7805.98
7,2021-05-30,63203,3032,273,347.74,18875.83
7,2021-05-31,89395,4211,130,323.31,9216.23
7,2021-06-01,39987,1335,114,447.62,9838.02
7,2021-06-02,69509,2967,134,358.44,4565.33
7,2021-06-03,61650,1427,32,394.26,2222.38
7,2021-06-04,107727,4786,102,358.39,8624.56
7,2021-06-05,84471,2719,184,356.41,9164.92
7,2021-06-06,40455,1631,42,329.4,2887.19
8,2022-07-22,156099,4667,236,566.17,7983.45
8,2022-07-23,109204,5259,416,500.28,21283.2
8,2022-07-24,165569,5241,404,639.12,13992.35
8,2022-07-25,203931,2435,236,666.38,19361.2
8,2022-07-26,185100,7840,415,696.7,26454.5
8,2022-07-27,79922,1528,111,661.61,10291.09
8,2022-07-28,188352,5566,169,609.86,6134.99
8,2022-07-29,104539,5163,472,499.22,20335.06
8,2022-07-30,88360,2024,62,556.41,3937.08
8,2022-07-31,187287,6912,420,616.93,38307.5
8,2022-08-01,119256,4982,281,689.51,24912.77
8,2022-08-02,74909,1582,83,723.55,5926.69
8,2022-08-03,109657,4660,183,630.13,10317.68
8,2022-08-04,99398,2910,100,649.33,5054.86
8,2022-08-05,90295,2163,129,622.81,7830.82
8,2022-08-06,128423,3639,112,604.41,4413.1
8,2022-08-07,89874,3877,378,688.37,20659.82
8,2022-08-08,41945,905,88,511.22,3345.86
8,2022-08-09,122571,3543,212,511.65,17350.9
8,2022-08-10,88434,1538,75,539.32,7184.72
8,2022-08-11,76913,3396,218,494.15,12414.63
8,2022-08-12,75783,816,58,543.64,2437.06
8,2022-08-13,117169,3927,288,531.11,25931.9
8,2022-08-14,100624,2670,213,508.57,12717.92
8,2022-08-15,147071,3798,115,510.85,8736.88
8,2022-08-16,142336,1682,151,639.73,12307.97
8,2022-08-17,74644,1529,39,561.71,3220.16
8,2022-08-18,121747,1774,134,490.7,9986.44
8,2022-08-19,142552,6187,217,572.9,16720.75
8,2022-08-20,148662,7243,388,585.61,36300.1
8,2022-08-21,107520,1781,135,600.73,11028.0
8,2022-08-22,152767,2875,194,585.53,11675.28
8,2022-08-23,97918,1026,66,516.99,5958.52
8,2022-08-24,75360,1835,79,636.11,3674.59
8,2022-08-25,147493,1817,152,666.09,14223.57
8,2022-08-26,97785,2273,106,608.49,6963.34
8,2022-08-27,99589,1627,33,635.71,2266.29
8,2022-08-28,49604,1427,114,573.01,10450.84
8,2022-08-29,152087,2995,154,562.6,5409.13
8,2022-08-30,63332,2977,172,521.02,12742.92
8,2022-08-31,140876,5647,346,524.93,22303.47
8,2022-09-01,176017,1908,127,676.8,7448.25
8,2022-09-02,57349,1005,53,699.2,4132.0
8,2022-09-03,157726,5478,331,717.72,28284.84
8,2022-09-04,97399,3890,211,535.95,11878.19
8,2022-09-05,180266,8929,282,717.45,17525.78
9,2021-07-26,59282,1726,41,461.86,2398.04
9,2021-07-27,73815,873,35,332.63,1648.12
9,2021-07-28,85816,908,61,317.49,3796.79
9,2021-07-29,71933,3381,337,378.98,30043.47
9,2021-07-30,62968,1313,36,450.22,2425.69
9,2021-07-31,120950,4973,433,407.59,27949.37
9,2021-08-01,72622,3620,326,356.32,26570.82
9,2021-08-02,40870,1070,79,333.2,4402.59
9,2021-08-03,102727,3930,362,358.81,19138.7
9,2021-08-04,67709,3316,134,329.98,4620.36
9,2021-08-05,66077,2044,202,424.41,18737.19
9,2021-08-06,62275,1718,47,333.34,3721.98
9,2021-08-07,92140,3778,108,397.46,6246.77
9,2021-08-08,102306,3044,195,453.82,16180.53
9,2021-08-09,89844,1147,79,398.16,3305.62
9,2021-08-10,52816,1068,34,367.49,1495.89
9,2021-08-11,82633,1733,171,314.49,12960.84
9,2021-08-12,103499,3346,186,367.89,17205.21
9,2021-08-13,125170,2607,222,441.3,14642.65
9,2021-08-14,70081,2781,71,374.49,2524.21
9,2021-08-15,84502,3141,153,359.84,8522.33
9,2021-08-16,113909,1858,114,435.61,6485.88
9,2021-08-17,68932,3213,314,438.12,23758.95
9,2021-08-18,128190,4855,160,416.84,12342.78
10,2022-04-23,159502,7810,519,877.16,46283.44
10,2022-04-24,119675,4784,404,867.28,35472.17
10,2022-04-25,62636,738,57,755.94,2337.71
10,2022-04-26,246491,3774,350,872.33,31920.06
10,2022-04-27,186284,9195,653,847.95,35035.74
10,2022-04-28,84679,1750,53,744.18,4642.83
10,2022-04-29,157136,2906,69,647.99,2456.63
10,2022-04-30,83685,2149,117,718.89,3909.39
10,2022-05-01,143283,4162,83,636.74,5429.77
10,2022-05-02,75295,2974,208,683.18,11259.09
10,2022-05-03,232412,5306,293,778.4,27807.13
10,2022-05-04,260485,10633,495,844.17,32743.91
10,2022-05-05,153128,1758,86,741.21,5224.89
10,2022-05-06,145897,6714,540,776.78,27286.43
10,2022-05-07,205524,2743,210,713.79,19534.88
10,2022-05-08,87990,4129,208,624.56,8077.36
10,2022-05-09,95225,1412,121,843.14,8913.93
10,2022-05-10,247648,5370,244,853.01,21797.52
10,2022-05-11,132958,3383,156,723.33,10416.68
10,2022-05-12,188620,5102,122,912.1,9516.57
10,2022-05-13,120075,2456,199,903.44,8000.32
10,2022-05-14,271342,7228,576,920.77,36259.69
10,2022-05-15,164238,7101,195,668.27,17935.64
10,2022-05-16,175017,4453,328,818.06,30891.4
10,2022-05-17,140893,4038,353,778.08,25336.75
11,2022-02-02,390554,6609,527,1398.06,50154.69
11,2022-02-03,204986,5791,415,1868.82,30413.77
11,2022-02-04,550429,21392,793,1843.75,34601.26
11,2022-02-05,246934,3241,178,1601.96,9394.05
11,2022-02-06,275846,3127,288,1651.11,24646.84
11,2022-02-07,287811,9356,542,1359.13,19837.38
11,2022-02-08,190583,5796,296,1612.34,25691.13
11,2022-02-09,342815,13398,790,1522.05,53647.29
11,2022-02-10,258991,4903,387,1750.75,22268.19
11,2022-02-11,295633,12295,351,1421.48,20063.74
11,2022-02-12,241975,10091,418,1396.43,29299.65
11,2022-02-13,422657,7060,248,1580.75,10093.02
11,2022-02-14,365192,9676,649,1803.99,30610.39
11,2022-02-15,273023,11206,426,1809.36,38347.6
12,2021-06-14,113753,4247,372,420.79,27571.76
12,2021-06-15,41885,959,62,498.05,2845.3
12,2021-06-16,83223,2702,261,497.7,16510.18
12,2021-06-17,142169,2861,83,564.15,4763.86
12,2021-06-18,74699,3194,291,421.09,16477.41
12,2021-06-19,48768,1963,133,413.76,7720.17
12,2021-06-20,95426,1662,156,516.09,7951.57
12,2021-06-21,91508,1854,97,501.84,9006.55
12,2021-06-22,100561,3470,132,460.03,6114.93
12,2021-06-23,73712,2427,87,446.25,5060.59
12,2021-06-24,56022,2252,51,468.64,1751.47
12,2021-06-25,155611,6782,399,556.99,37523.45
12,2021-06-26,146519,7177,453,475.69,22911.98
12,2021-06-27,57905,2817,108,561.28,4572.03
12,2021-06-28,145294,5331,279,479.82,16367.97
12,2021-06-29,52218,1539,79,486.64,3021.26
12,2021-06-30,49981,681,64,524.71,5047.59
12,2021-07-01,162017,2644,62,542.67,3796.5
12,2021-07-02,46338,781,65,515.47,4931.75
12,2021-07-03,51962,744,61,526.25,4863.95
12,2021-07-04,53348,2320,210,561.85,20203.43
