product_id,product_name,category,subcategory,brand,unit_cost,selling_price,stock_quantity
8,Makeup Product 8,Beauty,Makeup,Brand 47,83.79,266.47,641
15,Haircare Product 15,Beauty,Haircare,Brand 51,34.89,115.01,955
18,Makeup Product 18,Beauty,Makeup,Brand 15,13.64,28.07,206
20,Makeup Product 20,Beauty,Makeup,Brand 2,97.25,402.25,746
23,Skincare Product 23,Beauty,Skincare,Brand 81,53.23,113.72,355
24,Haircare Product 24,Beauty,Haircare,Brand 21,23.9,61.63,602
25,Skincare Product 25,Beauty,Skincare,Brand 15,61.9,175.15,421
45,Skincare Product 45,Beauty,Skincare,Brand 75,76.06,157.52,538
46,Haircare Product 46,Beauty,Haircare,Brand 11,19.96,94.25,921
49,Haircare Product 49,Beauty,Haircare,Brand 27,54.66,248.92,735
52,Haircare Product 52,Beauty,Haircare,Brand 28,99.63,208.42,568
55,Skincare Product 55,Beauty,Skincare,Brand 85,68.45,205.17,156
65,Makeup Product 65,Beauty,Makeup,Brand 31,97.51,354.38,935
74,Haircare Product 74,Beauty,Haircare,Brand 25,15.99,69.48,310
80,Makeup Product 80,Beauty,Makeup,Brand 39,43.58,174.4,343
86,Skincare Product 86,Beauty,Skincare,Brand 52,73.24,190.33,299
92,Makeup Product 92,Beauty,Makeup,Brand 61,90.23,325.85,510
99,Makeup Product 99,Beauty,Makeup,Brand 39,50.31,231.65,821
103,Skincare Product 103,Beauty,Skincare,Brand 85,91.16,282.73,77
111,Haircare Product 111,Beauty,Haircare,Brand 21,73.24,274.65,368
115,Makeup Product 115,Beauty,Makeup,Brand 83,67.84,141.54,399
130,Haircare Product 130,Beauty,Haircare,Brand 25,31.88,67.85,353
138,Makeup Product 138,Beauty,Makeup,Brand 76,47.8,130.18,489
146,Makeup Product 146,Beauty,Makeup,Brand 39,46.72,130.0,766
151,Makeup Product 151,Beauty,Makeup,Brand 12,65.3,185.26,531
154,Skincare Product 154,Beauty,Skincare,Brand 42,48.21,118.85,168
164,Makeup Product 164,Beauty,Makeup,Brand 39,82.95,199.81,907
165,Haircare Product 165,Beauty,Haircare,Brand 20,99.9,282.92,507
166,Makeup Product 166,Beauty,Makeup,Brand 70,37.79,113.0,436
175,Skincare Product 175,Beauty,Skincare,Brand 88,63.66,148.2,993
179,Makeup Product 179,Beauty,Makeup,Brand 22,58.76,224.07,229
183,Makeup Product 183,Beauty,Makeup,Brand 33,65.7,176.28,517
192,Makeup Product 192,Beauty,Makeup,Brand 22,55.43,245.32,313
