campaign_id,date,impressions,clicks,conversions,spend,revenue_generated
1,2022-06-18,713286,8572,219,1168.94,6756.53
1,2022-06-19,558096,18272,1677,975.45,41035.92
1,2022-06-20,586639,10125,696,1021.47,19117.22
1,2022-06-21,381556,4819,471,1309.19,17551.07
1,2022-06-22,313511,8123,780,1347.66,18435.63
1,2022-06-23,539255,19400,1857,1006.48,34438.98
1,2022-06-24,572538,9669,914,1020.07,22527.61
1,2022-06-25,589269,19892,1768,1187.52,53156.76
1,2022-06-26,553392,7209,604,990.8,11761.16
1,2022-06-27,635805,21674,1071,1357.12,16249.29
1,2022-06-28,777748,15117,608,1131.01,11202.09
1,2022-06-29,550489,9968,875,1086.29,14799.06
2,2021-08-16,107632,2539,167,319.54,3407.42
2,2021-08-17,57086,2154,198,229.36,3153.53
2,2021-08-18,47221,838,71,229.88,1826.27
2,2021-08-19,170576,5748,572,316.3,23156.33
2,2021-08-20,49588,1368,94,221.87,2037.45
2,2021-08-21,110233,1751,54,263.79,1975.13
2,2021-08-22,126632,5073,125,241.38,2098.6
2,2021-08-23,148938,4704,313,276.0,9907.05
2,2021-08-24,108085,2947,275,312.85,6210.25
2,2021-08-25,105138,1290,93,256.99,3432.1
2,2021-08-26,83778,2550,182,237.68,3642.38
2,2021-08-27,139955,5187,280,288.78,7058.59
2,2021-08-28,79045,2003,150,217.65,4252.39
2,2021-08-29,142335,4134,366,299.11,10863.49
2,2021-08-30,75537,1174,104,219.25,2422.48
2,2021-08-31,168404,4245,237,257.96,5167.71
2,2021-09-01,166735,7588,266,245.56,8263.26
2,2021-09-02,133239,3217,304,312.59,10118.34
2,2021-09-03,51110,2049,48,262.57,1254.79
2,2021-09-04,126254,1608,40,265.98,772.38
2,2021-09-05,93493,4425,339,216.35,10326.39
2,2021-09-06,71539,2716,252,318.59,7916.32
2,2021-09-07,46677,571,34,221.9,506.32
2,2021-09-08,113964,5570,142,267.73,4445.18
3,2021-01-13,311001,14049,407,534.05,17435.43
3,2021-01-14,353431,9241,311,546.2,7397.0
3,2021-01-15,139229,5913,318,466.34,10724.89
