order_id,product_id,quantity,item_revenue,item_cost,item_profit
100000.0,PRD-INFO-148,1,104.78,,
100001.0,PRD-ESPO-443,1,156.11,,
100002.0,PRD-BELE-487,1,162.43,,
100003.0,PRD-BELE-468,1,105.53,,
100004.0,PRD-CAMA-572,1,89.66,,
100005.0,PRD-MOVE-758,1,123.57,,
100006.0,PRD-BELE-529,1,108.04,,
100007.0,PRD-RELO-597,1,185.06,,
100008.0,PRD-MOVE-875,1,72.21,,
100009.0,PRD-BELE-641,1,50.73,,
100010.0,PRD-ESPO-654,1,132.81,,
100011.0,PRD-CAMA-564,1,141.91,,
100012.0,PRD-INFO-660,1,126.22,,
100013.0,PRD-RELO-216,1,113.5,,
100014.0,PRD-RELO-236,1,146.82,,
100015.0,PRD-RELO-231,1,190.91,,
100016.0,PRD-MOVE-400,1,85.84,,
100017.0,PRD-BELE-796,1,170.44,,
100018.0,PRD-INFO-205,1,185.66,,
100019.0,PRD-RELO-198,1,118.57,,
100020.0,PRD-ESPO-905,1,111.25,,
100021.0,PRD-MOVE-797,1,118.86,,
100022.0,PRD-RELO-580,1,302.62,,
100023.0,PRD-INFO-357,1,129.67,,
100024.0,PRD-BELE-263,1,109.44,,
100025.0,PRD-INFO-913,1,140.46,,
100026.0,PRD-ESPO-788,1,130.58,,
100027.0,PRD-CAMA-845,1,48.16,,
100028.0,PRD-BELE-160,1,101.36,,
100029.0,PRD-ESPO-403,1,87.23,,
100030.0,PRD-BELE-608,1,135.95,,
100031.0,PRD-BELE-852,1,149.86,,
100032.0,PRD-RELO-152,1,216.76,,
100033.0,PRD-MOVE-638,1,110.2,,
100034.0,PRD-RELO-633,1,220.66,,
100035.0,PRD-INFO-345,1,150.23,,
100036.0,PRD-ESPO-655,1,138.61,,
100037.0,PRD-ESPO-671,1,103.34,,
100038.0,PRD-MOVE-569,1,73.05,,
100039.0,PRD-CAMA-319,1,48.59,,
100040.0,PRD-INFO-149,1,117.78,,
100041.0,PRD-MOVE-401,1,108.41,,
100042.0,PRD-ESPO-194,1,134.5,,
100043.0,PRD-CAMA-452,1,109.5,,
100044.0,PRD-BELE-437,1,144.37,,
100045.0,PRD-MOVE-290,1,109.31,,
100046.0,PRD-RELO-743,1,163.77,,
100047.0,PRD-ESPO-987,1,139.46,,
100048.0,PRD-ESPO-636,1,159.37,,
100049.0,PRD-CAMA-908,1,111.61,,
100050.0,PRD-BELE-946,1,152.47,,
100051.0,PRD-MOVE-257,1,86.33,,
100052.0,PRD-RELO-144,1,249.7,,
100053.0,PRD-BELE-200,1,108.83,,
100054.0,PRD-MOVE-885,1,78.76,,
100055.0,PRD-CAMA-286,1,79.35,,
100056.0,PRD-ESPO-847,1,126.73,,
100057.0,PRD-CAMA-209,1,117.57,,
100058.0,PRD-RELO-673,1,300.02,,
100059.0,PRD-ESPO-452,1,63.87,,
100060.0,PRD-CAMA-583,1,82.7,,
100061.0,PRD-RELO-160,1,177.23,,
100062.0,PRD-CAMA-502,1,105.8,,
100063.0,PRD-MOVE-645,1,90.99,,
100064.0,PRD-MOVE-111,1,100.5,,
